author,polarity
pagan_revenge,0.125
whoissaniii,0.25
furfoor4,0.3
wtfgr3g,-0.148
seggl,0
StarCar070476,0.0015625
LeeZee_Bee,0.5
aashishiyer,0
pagan_revenge,0
BellicoseCitizn,0
droll3,0
3mpiric,0
Lyuis666,0.06296296296
mrswoouk,0
DoravmoRavenel,0
pagan_revenge,0.125
falmescion,-0.625
KAYO30197955,0
smoke_session_,0
Titus_Vorenus,0.5
GeorgeT71044756,0.2047619048
pizza_sorcerer,0
DonateforSKMCH,0
De1m0nii,0
CochiseWebb,0
adrescroi,0
Tyler_Holland22,0.555
Barbara31134170,0
MsNashville,0
10969tiky,-0.65
MediaMenOnline,-0.4
aresteanu,0.15
BoxingNewsED,0.35
VampiricBible,0.04375
fullsun_taken,0
IamSyedaMaryam,0
GoviTarak,0
mohamed566723,0.35
secretvmpie,-1
revenge_jokic,0.5
Zoltanursavior,0
Urbanslove,-0.1
Lady_Astor,0
t1nydeer,-0.1
efulisha,0.1242424242
Ninja_BabyJo,0
ccddev,-0.075
mysterynbi_,-0.65
skinnyminilyse,-0.03333333333
PepsiCanJohnny,0
hyucksfireflies,0
vincent5126,0.1125
prettyytrauma,0
jjinjupiter,0
Iamqadirshaah,0
prettyytrauma,-1
patelyaash2000,0
brother_eddys,0.4166666667
CursedAlba,0.175
SSN_Zona,0
SweetKye_,-0.3333333333
RedPill_History,0.06666666667
Intel_Dork,-0.1
sixcrooks,-0.1
eldiandevil,-0.08333333333
WeaponOutfitter,0.1
FoolishStache,0
Destinyshadaee,-0.03333333333
shawarmajii,-0.125
Johnlurc,0
Im_Damani,0.4090909091
EMBurlingame,0.25
wat_meens,0
AliAdair22,0
darkwildnight,1
everrytiimee,0.3672727273
MJaiyy,1
ChandelDhiresh,-0.05185185185
EXOL_nadiya,0.1222222222
JLH_Collective,0.1238461538
DavidJacksonWi2,-0.5
jorgedelou,0.4833333333
tisfairytale,0
TheEvmeister,0.05
jimmyl1972,-0.15
Anderso92452463,0
FoolishStache,-0.08888888889
Passantmo3,0
AbsRoseArt,0
StarWolfDragon,0.05
blessbassettj,0.5
henrychibuzo9,0.2125
WomanDefiner,0
CarnieBlondie,0
AngieWinston22,-0.25
GigiStratton,0.5
THXLASTOFJOEL,0.15
m_devrari,0.07714285714
mika0294651314,-0.1458333333
Durrrrrcules,-1
Prsian_Prdicts,0
revenge_jokic,0
altcryptodegen,0.1
MillicentDunn11,-0.1785714286
champofny,-0.01666666667
ddianafoxx,-0.5
_on_right_side,0
tytbone,0.5
Mr_Ts_Wife,0
GugliottiJames,0
Anime_Police,0.475
Kiru_Ury,0.35
Aristos_Revenge,-0.5
steep_cleeph_,0.2
Ugonnma,0.25
BarbaraGrabow19,0
ajaay_b,0.5
ddarkbrucee,0.1363636364
MuvaGlowGoddess,0
MerruX,0.2
nicolemriley,-0.3333333333
sincerichty,0
Craft3DCreation,0.1666666667
savannah_sunn,0.6
sramastou,0
revenge_unicorn,0.3
CarmenBarral6,-0.26
flemingdrx,0.1333333333
BeanHavok,0.4083333333
PeterMallin,0
oiledgearz,0
RADIOJBWEBB,0.2361111111
cowboylikehan_,-0.1875
dapersiantrader,0
MarianaPaolaGu1,0.3333333333
revenge_mommy,0.575
revenge_unicorn,0
JodelHQ,0.6
mleepproduction,1
Career_Killers,-0.1943452381
kpopnquarantine,0.01145833333
iyanaadorewm,-0.2
MaasAppeal,0
shazipk1,-0.1
BASHIO007_jpg,-0.5
moniedabarb,-0.03333333333
JohnSti90272589,0
anituntabu12,0.21
maxlionnyy,0.4625
MazeofBlueRoses,0
AsterxReal,0.6785714286
Moonlight_2407,-0.4
c0ffejelly,-0.65
THXLASTOFJOEL,0.12
marcharinx,0
Braithy57,-1
mark4real_,0.02083333333
Dav221631,0
TahiraKhattak21,0.25
Zeeeee49619177,0
revenge_jokic,0
vishesharora_,0
TheBandMiyyOnly,0.3
ChoffeeTalks,-0.1
Connoisseur_RPA,0
urreasguittar,0.5
andishae,0
AlwaysChandu4u,0
Baylinerbuddy,0.2
brishtart,0.065
JaarezaReza,0
Dsmith0300,0
luongo_stephen,0
hindutva8550991,0.5
AnnaLandin,0.56875
wooonergizer,0
SnakeskinDude,0
HyakunanaArts,0.1555555556
CommoLt,-1
iLOstiLO,0
Danman29000,0
camouflaunt,0
Neinurkitten,-0.65
OneDoves,-0.4
chynablues_,-0.03333333333
LynetteToring,0
tolly_hub,-0.1625
NurseRatchetM6K,0.45
revenge_jokic,0
milaky_,-0.1
DeepakS53258520,0.4
newzoel,-1
pekumlion,-0.65
sestrilev4nte,-0.3
Kalyandra,0
saadkha73877217,0.4333333333
Aristos_Revenge,0.25
Dominic35246961,0.7666666667
gxjoostr,-0.65
GUNPEYDREAD,0
mceremonial,1
CR7Meza7,0
nd_ragnar,0
wygbHMtbLMmoo,-0.4
Gabbyokens,0
nkere_sunday,-0.1875
dokjatron,-0.75
LowKeyUHTN,0
ShadowOrigins,-0.1875
Cric011,0.175
IllusionArtis,-0.2
liddolmoonfairy,-0.65
Le_Parfumm,0
bluethereforyou,0
smallhead47,-0.05
WGADGDC,0.5625
realbonaldtrunp,-0.1875
lmcplc20169,0
MsCuppyxo,-0.7
pagan_revenge,-0.01666666667
AndrewMLogue,0
delt_delta,-0.1
Creature3142,0
ed8gy,-0.65
itsthereal,0
DeepakS53258520,0
SCPFanboy,0.2
nounouwu_,-0.1
soumya1902,0.35
tuzsnork,0
SarahHe69151294,-0.75
YouraverageZond,0.555
baconnn004,0
MaestroOso26,-0.1875
revenge_jokic,0
Revenge_of_Khan,0.4
deweeelo4542,0
wtfankurr,-0.3
AudioEsoterica,0.1852272727
samburgler,0
DanTheCHAD,0.5625
MohitRamBharga1,-0.05185185185
joonfa612,-0.65
harrisonfromnyc,0
Mayas_Journey,0
Vitaliy66830643,0
JoshuaScribner3,0.40625
Adriennes_Reven,0.5
justmorganite,0.375
fuckingwaale,0
cutebirbgirl,0
Abishek15491138,0.5625
willems_stephen,-0.08333333333
tobenayss,0
fanoflightning2,0
timasreputation,-0.1
elcrml_ltte,0
Kev1743,0
logizzll,0.375
cinzaista77,-0.65
True4kView_YT,0
AnalystAnalysis,0.19
justmorganite,0.375
mplsgirlwrites,0.1363636364
fanoflightning2,0
athirahesh,0
abdul_subh4n,0.5
ShawshankOne,0.7
Double_Doubed,-0.1875
arctrooper0602,0
Pr0fes0r_x2_0,0.1666666667
SurelySmMistake,-0.15
1shahdhassan,-0.1
AzJypsyRose666,0.4
Roots4Days,-0.4
officialcnud,-0.1333333333
pagan_revenge,0.1953125
IrqLax,0.25
villxnelle,0
nakusi_794,0.1363636364
David_tins13,0
innerpeach__,0.21
OfficialMottaWR,0
pistolschucks,1
goatpalotie,-0.4
brimorganbooks,0.75
JangalonKiMorni,-0.1
free2910,-0.03333333333
F4_NAT,0.3633333333
MaryMcK52530170,-1
lgniteowl,0.25
Shashank18_71,0
Dollah_Boy,-0.05
JhaveriVatsala,0.12
itsLeighWood,0
JesusNarrowWay,0
CyberPunkCortes,0
PrinceJvstin,0.56875
RealTweets_4,0
jackdoola,0
heheunknown_,0
blackass_Jay,0
fukcreality,-0.15
heheunknown_,-1
huachangishot,0.625
edgarpesina,0
Ol_TimeFootball,0
LiamRGreene,0
Kalyandra,0.5
hindu9876,0
jimmythekid2023,0
hyvckissm,-0.65
Johnoogi,-0.25
andrea9192,0.2
qamrlight,0.07083333333
dg1_gaming,0
Marco0__o,0.3666666667
revprez,0.35
VoyagersRevenge,0
MrsRoyKeaneo,0
magnusinvestors,0
elenastrife,0.5
Ironman_Ryan,-0.1875
SuperFelineUser,0.08333333333
NewsInSmol,0
kqbutt,0.25
MajorSimhan,0.4
alecfisher01,0
_daniellemakeup,0
moredena,-0.2291666667
me_kundankumar,-0.05185185185
MajorSimhan,0
Kalyandra,0
ValtronD,0.1
BoatzNHoesPT1,-0.003703703704
ShonenFlopCast,0.06770833333
PUNCHJUMPSAVE,0
LucianFrancesc1,0.3333333333
TheNobra,0
pagan_revenge,0
ZRL32,0
PeerPeerzada2,0.55
JamesSNYC,0
yemaya_soul,-0.3333333333
TheSaneMind,0
Kirbygriffin7,0
fanoflightning2,0.5
_1Amandaaa,-0.3333333333
lekwilliams,0.3375
getosgod,-0.19
kieyarose,0.45
thea_maryllis,0
kokosbolla,0.5
JustinCLopez10,0.555
ABUMISH10563413,0
Asufa6,0.01875
Blaugranda,0.1363636364
Maanyaaz,0
Cirxt3,-0.6
NotyepElad,-0.08333333333
xxxrazr90872,0
tweeter_woke,0
naladehoff62,0.4
fairblackgirl_,-0.1
1901alfie,0
JoeParadise9,0.5
surest_drey,0.25
brownskinny18,0
kyrieeleison60,0
emanningwrites,0.025
chaz763,-0.2
my_conviction_2,-0.125
alexbos_co,0.05333333333
itssandy_s,0
jmh6225,0
Eth11In,0
Que_Mes8,0
Nayangamingff1,0.3
PikkuProgram,-0.9
BlackCoffeecino,0.0015625
HoelessRomantxx,0.16
NefertitisOwn,0.555
pagan_revenge,0
Murtaza60303480,-0.08
AIUFOCHRISTIANA,-0.2666666667
waziri_adeniyi,-0.25
KarmSan99501995,0.1166666667
DanielS42245695,0.25
SumitGh15566266,0.3
xoxokelso26,-0.3333333333
xkittycornzx,0.25
SSpinny235972,0.35
EddieSykes_,0
rckiser,0
MarkKav15119614,0
benkruse144,-0.4
satorumiamor,0.1
Dhairya93735019,-0.1875
billiemobbybrwn,0
ily_qory,0
onIytiari,-0.03333333333
biowlogist,0.16
tsamericanwhore,-0.1
Sillytexty,0
UmbraVolpes,0
vr_zheng,-0.65
virrising,-0.65
ThomasMoko,-0.125
colourforsummer,-0.1
BxtchImTia,-0.3333333333
Taishaw2003,0
revenge__mode,0
diansview,0
dearjchn,1
Lickaghost,0
Taishaw2003,0
obluechio,-0.65
babsplace1,-0.625
obsessedwitBRI,-0.3333333333
junesukconfome,0.5
ICEBEAZY62,0
sinaisanchezz,1
coolestbastard,-1
yallbealright,0
myrvd_,-0.1
revenge__mode,0
GeekFoolish,0.5833333333
n13678281,-0.1875
ThatJediScum,-0.15
whattheHec2018,-0.1383333333
ManuelJmvg,0
ukoh_s,0
grank_lover,0.4
sha581346,0
epelmusikfri,-0.65
honiecocain,0
rakelyalanee,-0.03333333333
mewcatnya,0
KMoxham13,-0.132405599
ffs2022,-0.4
JohnnyMFHopkins,-0.2916666667
Fri0ler0,0
HeathFlowen,0
JiskeChristine,-0.096875
duah_desmond,0.6
EkalaDores,0
vxnessaanicole,-0.1
deathbombarc,0.1852272727
tokoloshe_nft,-0.45
HallometTerry,0
_becker15,0
_Iktsuarp0k_,0
Araclaire9,0.35
ChaseWestbrook2,1
blaxcwiduo,-1
seb__astien,0
pagan_revenge,0
Ihiinosen,0
BuchelovaPetra,0
MainChannel_,0
wiki_dead,0
mzsknation,0.01439393939
Bakugoproluca9,0
skychanbaekk,0.21
drey_sos_twd,0
crappy998,0.1433862434
iiDgAfNoMoRe,0
therealjoncook4,0
umyaznemo,0.125
Sam530770,0
BaileyTremayne,-0.05
justmorganite,0.375
lvtsyyrk,-0.2666666667
herridot,0
ThatJediScum,0.2
ohyoukoko_,0.5
FgcWhyte,0.035
idtsbij,-0.65
LegitRoleModel_,0.375
ZMam02291,0.125
unstableprs,0
SPURS82est,0.02708333333
irefortiter,0
izzzikim,0
StockManTrading,0.1071428571
dosuninoona,0
SEO_Bamz,-0.1
Asufa6,0.1
HochschildMael,0
B0zzman_,-0.4666666667
AlAltmr,0
Lucero_Merary_,0
NicCagePlotBot,-0.1851851852
Sheyih1,0.5
leilavalentinee,-0.1
IntemporalZeal,0.1242424242
GregoryMocek,0
FreehaINXS,0.05714285714
DividendMaster,0
sweetsweetbobby,-0.7
SparkNTheNight,0
SlimLexB,-0.7
Iamcassanova16,0
jyothimahal,0.65
coffeephilosoph,0
imad_syed,0
Tipper05649661,0.8
PhysicReleases,0
prinsavvy,0
15j_cap,0.25
fancy_sab,0.75
koekoemoe,-0.2428571429
Doddapt,0.45
tomorrowbot2,-0.1
Paricheema5885,0.4333333333
olubunmi_J,-0.06666666667
germaror,0
bigwillthechamp,-0.1166666667
prcmetheus_,0.5
kyskrts,-0.1
AkshayKJangra,0
temmyloro,0
diplomaticdrive,0
GennaBain,-0.2444444444
Sthirteenel,0.3571428571
BeeTOObougiieee,-0.3333333333
kelina1080,0
Adrishya02,0
princino_y,1
Bryanyz2,0
don353513,0.3
eye95,-0.06666666667
tulsennn,0
wildvibesradio,-0.25
lincdoug40,0
DavidToBaa,-0.25
desstineemariee,-0.03333333333
dawnslight2,0
mann_ka_radio,0
Archariess,0.1875
TroymalcomX,0.5
LivingOnChi,-0.15
simonhpii,0.3
hasriltfh,-0.65
RealestRoseGold,0
Grendel756,0.06770833333
SpezialGazelles,-0.15
akusukakejo,0
manylittlewords,-0.076875
sharabi_shayar,5.55E-17
sevenof9fl,0
edofromthageto,0
mjnegueruela1,0.1
rahulha581,0
Pratie_,-0.5666666667
thedailyrabbit,0
fahadgeoali,-0.34375
dolfijnmanjohns,0.0015625
Anilanaureen,-0.2364583333
PhilippMarkolin,0
realbretmathews,-0.4
StrikingYak,0.8
tontpwan,0
CannibalKabeia,0
Sanatani567,0
01694056669lan1,0
Joeeejojooo,0.1666666667
K33pOnTruckin,0.115
premeesaurus,0.56875
ChideraDieli,0
goldandleather,-0.25
davvic57,0.2375
poeticf00l,0.21
_taarene,0
irfanyy___,0
Mizoo_72,0
Jared20934118,0.325
ganeshr84365125,0.4
0xGrande,-0.5
unknownfreaksho,0.125
LouRider9,0
Chetna311,0
caprilovetaurus,-1
KateOceanmagic,0.025
VoidBourn,0
tbonenbw,-0.4
martin_ez_gh,0.6
YaBoiiHakim,-0.1133333333
QDurrstein,0.1575
Tanzereyes,0.2
shmeelybop,0.5
almiiraarr,0
arterrionb,0
OfficialMottaWR,0
whaddupwaterbug,0
nayyyelliortizz,1
bananaland46,0.6
DRACOFACTS_,0
herridot,-0.2666666667
ebi_sineh,-0.2
Moniiiquex3,-0.03333333333
SaxxySam,-0.1238095238
tianamarie___,0
HolicaEva,0.2770833333
abmeowmination,0.2148148148
djFlock_,0
kukuruyo,-0.1276785714
Levi30662860,0.1363636364
dasani_05,-0.4
PaasoMinna,0
beingvick,0
nooresanam,-0.5916666667
JRowley11,-0.2047619048
shondotna,1
kgoodie__,0
rozegems,-0.65
YuzuRoromori1,0
JamieCristo4306,0
ballsympathiser,0.4
MrWoodsy,-0.1696428571
pikalouis,0.01875
GeschichtsLu,0.5
hadriansball,0
vnusdoom,0
ahmadjohnson69,0
staerlxght,0
SMasyaru,0
Lavendesic,0
etheralgalaxy19,-0.65
WendyPeters,0.1
MojoOnDECK,0
LoboRundas,-0.2
Austeezzyyyy,0.15
JackTheDripp3r,-0.05
AnarieVernon,-0.7
lmaoded,0
Fattah250,0.125
cackenbools,0
Melocobra,0
Pieter_IsOnline,-0.7
sickyvstheEarth,0.025
MadMaxime4,0.025
Nowhere_man6420,0
svrbford,0.555
pagan_revenge,0
walkiingshadow,-0.2
naii2fye,0.5
iyliadayannaa,-0.1
Cici_Spacule,0.3964285714
ejimason351737,0.2125
blkpwdrblkpwr,0
karlsylvain1,1
JRowley11,0.1
BillsGuyTy,0
GlenBartle36416,0.08125
whyarewehere42,-0.45
GeberhardtJg,0
farmer_jedi_boy,0
LifeOf_MariahJ,-0.3333333333
mlauriat,0
Brit_in_Moldova,0
HankPRyan,0
cappuchocko,0
AlexVM1112,0
hyunskaching,0.21
PetenShirl,0.5
timbullins_,0.5
JRowley11,-0.05714285714
BaelientoBishop,0.305
wastingaly,0
badrealiity,-0.65
Thejadelord,0
azifeoluwa,-0.03333333333
SloaneTayl32980,0
LBunste,0.4
biglyradder,-0.1
Atotii_,-0.1
samuel_asherr,0
AgnellaInnocen1,1
Olas_Revenge,0
FryAndPop17,1
EvenMoreMuffins,0.04166666667
EvenMoreMuffins,-0.3333333333
valkyrietriumph,0.5
Akinbills,0.5
MarkSmoove242,0
ag1tcha,-1
kurronekkocchi,-0.65
leslievxvv,1
whattheHec2018,-0.25
crackonmynikes,0
butterflyscoops,0.1666666667
vegasdude83,0.25
amnotyourdaniel,0
Traveller_Makk,0.4
Kalaivanineela4,0.4333333333
CrazyCryptoCarl,-0.45
fatiketweets,-0.1696428571
devwiddabev,0.03333333333
LynsGarden,-0.8
NikkiStokely89,0.6
MJ1104,0
Frag_Nart,0.1363636364
quityourmeds,-0.6
imanabrown,-0.1
priyank49447964,0.1666666667
_AVA_22,-0.15
That_Boii_Nikk,0
ShaHathor,0.85
mymvnah,0
waii_______,0
godwhiteson,0
kuralith,0
Kelrus98,1.00E+00
LittleHawkFan3,0.1
BleakAndBlue22,-0.2
Ben_jazan,-0.1
OGCoastWrlD,0
contentlove,0.2
RedScarletta_,-0.35
hamsterbun,0
orewaimomushi,0
happypeep,0
Whitleysdaughtr,0
MugiwaraYaNika,-0.35
ImHEATNATION_,0
rlhhoof1,0
Aderayo_aare,0.25
WinterMarlis,0.6
AlfredOnegi,0.125
korysjess,0
StAlbans_STA,0.625
pagan_revenge,-0.09272727273
kawaki30349767,0.2333333333
tme1220,-0.03333333333
TrueShekhar,0
downiungu,0
EaglesDad73,0.555
MrRoscoeDog1,0
kaniahkn,-1
2Conflicted2022,0.1
hsakuraaaa,-0.1
Owaiskh01540548,0.5
liberalokie17,0
its_a_me_muskan,-0.4
saeedirfanulhaq,0.25
Glokk50,-0.1875
VacSealers,-0.7
carolecarroll4,0
RanvijaySinghC,0
BaroqueBecky,0
201c1b79da67409,0.25
Pintorpin,0.425
botpsubstack,-0.2
Kieseeee,0.555
alphapapabravo1,0.16
Anvalou,0
MirrorWeirdNews,0
LAmobslugger,0
pagan_revenge,-0.07833333333
traytaymakeup,0.125
thecornyFisher,0
directoractc,0
cootboop,-0.1
missqueenbeezy,-0.3333333333
Jryck791,0.5
ms_ifee,-0.1
dasilva_evanz,-0.025
RShabalati,-0.025
Pudu_channn,0
PatrioticSeeker,0
_Skriiz,0
EArthToMoOnn,0
baby_tgurl,0
StoreyClayton,0.1555555556
its_Rona_J,-0.3333333333
aisyahkaylakbar,0
MyBearNinja,0
jennifersbodd,-0.1
MalawiDstv,0
tere_hawaale,0.1666666667
sothatsjae,-0.03333333333
JayWill910,-0.5
MalawiStv,0
jacodypress,0
hajiwasim,0.25
Sensoryovrlord,-0.05833333333
Notonfirenow,0.075
cnel4,-0.15
mystery_meerkat,-0.1125
mzsknation,0.01439393939
0ffWithTheHead,0.4285714286
consciousabyss,0
tokiosolitaire,1
dezinpub,0.35
Yatimawamapenzi,0
qistinaicham,0
DWUDatabase,-0.09791666667
Revenge_of_Khan,0.2681818182
Goedert2Good,0.555
ericsimsjr,-0.12
CallmeAshabi,0.1
JagsEvolution,-0.06428571429
Mortiguin91,0.8
jhonatandkkkk,0
LeDart404,0
apEBGG,-0.5
Mortiguin91,0
redotz_sebi,0
zaiadore,-0.3333333333
ooothatskay,0.1888888889
amber_wrentmore,0
Frogs_Revenge,0.2142857143
mooniestag,0.5
that_imagineer,0.21
dotuncoker,0.2125
TeresaStephenMT,0.125
dj8ball23,0
soulnorth291263,0
44calibrre,-0.2
Akinbills,0.25
ellahoward271,-0.05833333333
mzsknation,0.01439393939
Aristos_Revenge,0
ArjenSnijder3,0
chrismu12304290,0.1
_kafiyah,0.25
Albus961,0.1363636364
sxcopur,0
Mr_Holtzworth,0.45
oliviamxcy,0.6
TeresaStephenMT,0.45
EXOL_nadiya,0
Mr_Holtzworth,0.45
godzillakir,0
rohithverse,0
Adarsh18185520,0.1666666667
Good_mangh,0.1395833333
Mr_Holtzworth,0.45
vilibazmio,0.02777777778
AnwarAzam284389,0
Knuckle_HeadTV,-1
rachelchonge,0.33125
Neo_Ippikoto179,-0.6
Mr_Holtzworth,0.45
Modern_AllStars,-0.1875
GilbertoCT_04,0
smilequeen_ofe,0
harriseppi,0
estepungsusu,0.8
Mr_Holtzworth,0.45
abhishekchita,0.4
ATNWAT,-0.075
GrlMuskateer,-0.1428571429
ben41080,0.1396825397
jinniefluffybun,-0.25
MarkusKraus6,-0.15
XONANA__,-0.3333333333
jinniefluffybun,0
seuldreams,-0.1
Mr_Holtzworth,0.45
erophiliaa,0
clairsharpe,0
DigitalxMisfits,-0.45
Somaliactivist,0.2857142857
AaronMcClaren3,-0.33
forbangtanbase,0
AndNowIWrite,0.5
Dots_Points,0
theemoswiftie,0.1875
Mr_Holtzworth,0.45
kimtaebiebs,-0.65
Masfett2,0
ScribblesUrban,0
pagan_revenge,0
AQCalvin9000,0
Bianca_D__,-0.03333333333
NotYourPorn,0
gabbyyserna,-0.3333333333
CarlnotCarlo,0.21
amortenz,-0.65
anisterzz,0.05
405_Taylor_Av,0.3333333333
VEimpaler,0.1363636364
FunGuerillaz,0
DeltaRottYT,0.2625
code7stat,0.5
Mr_Holtzworth,0.45
yongchicc,-0.65
carelessasf__,1
BJlNGAN,0
die_on_yourfeet,0.25
nikochanr3,0
stephenaaay,0
madanabhat,0
DanRolen3,0
YasserAlamele,0
_venusianbabe,0
Sapphire26258,0
JudgeHathRulen,-0.3125
TheRaiderOrg,0
LaVerneWright13,0
ddolliejo,-0.65
Habsfan22CH,0.025
ItsmeVikky007,5.55E-17
mmuradkhan55,0
MikeWu36,0.1363636364
Anya_Nyr,0.1363636364
1456nm,-0.4
TheCodexNetwork,0
Mr_Holtzworth,0.45
lotusfgv,0
27Keyser,0
RinoTheBouncer,0.1363636364
itsjustme227_,-0.1875
tahlahdahmales,-1
AQCalvin9000,0.8
MedliMakar,0.8
MahrMahr2035735,0.25
avocadohunter_,-0.65
Depokalypse,0.15
deairaannn,-0.06666666667
xyayz,-1
shanans_,0
SouthEndSimpson,0.375
karhudpisan,-0.65
Mr_Holtzworth,0.45
pacramore,0
TenshiHime13,0
eclecticgattara,0
ThinkWithMe_TPV,-0.19
lotusfgv,-0.03333333333
MarieRogeer,-0.03333333333
Anilanaureen,-0.25
c7mac_,-0.4
janiaaac,0.2
its_vidit07,0
antlerlottie,-0.1
mrzamiofficial,0.5
DannyBurino,0.2089962121
ParadoxVuim,-0.15
kilkennyrules,-0.45
specialcase_,0
tanveer_j_khan,-9.25E-18
xtawhyte,0.25
IdongEsitTLC,-0.2
lildeeeznuts,0
R0MANS_REVENGE,0.25
valaphrodite,-0.1125
mikeesp7,0
EwelinaBieszcz1,-0.4
_areumdawo,0.1666666667
noviadebaji__,0.625
realkaycatboy,0.5
sheni_coker,-0.2
taytayfee17,1
Aristos_Revenge,0
spicole2937,0
amyhack1017,0
HopsAndBrews,0
SuzJay11,-0.01018518519
eclecticgattara,0.5
SageRagnar,0
DamonW71,-0.3
drgrone,0.425
RealTimOzman,0.5
WhereIsJackie12,0
CCardinalmizul,0
1stluvhyyh,-0.408203125
___busayo___,0
joemakin1986,0
MW8pizza,0.3333333333
tomontweet,-0.45
DellaMWC,0
Halfempty621,0
WarrenFahy,0.36
kuro_kuroso,0.18
TunaChipTV,0
roberge007,-0.1555555556
rydersgirll,0
jeffreypeterba1,0.2111111111
MegRyan15,0
lilacskies_ot7,0.5
dapperdudedan,0
adrianabutcool,-0.2027777778
Wasted0888,0.2
ghazyalfarras,-1
ComicBookSlayer,0.3333333333
MenaceFromEarth,0
Y0UR3S0G0RG30US,0.5
Vivo_Alejandro,0.555
Singh_LetsTalk,0.5
flowdasy,-0.65
WaviestMelRose,0.5
LostInN3v3rland,0.25
janeronjimenez,0
arcarlchieve,-0.175
cursedking747,0
habsfantv_,0.04166666667
avina_nur,0
jasongraham503,-0.1
__xRebellious,-0.3333333333
StrangemanAvery,-0.09375
EkNashwar,0
marjono__,-1
IamAnishStha,-0.0625
PinkkKisses_,-0.03333333333
naid4_naidoo,0
LeForce10,0.2916666667
asssylm,-0.65
CreativTude,-0.25
pagan_revenge,0.25
1982VintageNut,0
chubbycheek25,0
Brightonfckid,0.125
SatG2021,0
SAPPHlREBLAZE,0
BosomtweOsei,0.2
JoplinGlobe,-0.5
Sila07744885,0.1666666667
still4romney,0.2583333333
mramazex,0.5
huguesdayas,0
valcevallos_,0.25
scholaresist,-0.1875
amalgamatguy,0.21
Sarthak_v_v__,0
AQueenof1Self,0
Rh8des,0.2125
Violetfab,0.25
xlovelybeetle,0
blvckcement,-0.0125
AZTitanRanger,0
Lady_dimma,-0.45
mickymarley01,0
iamAbode,0.6
FabinhuA,0.1363636364
PolarBair_ON,0.2
BachirWho,-0.5
ElzbietaManiak,0.3
PokerPolitics,0.25
Singh_LetsTalk,0.5
painter_crypto,-0.45
DanTheCHAD,0.8203125
TeekeeTweets,0.2142857143
aliciadelpop,0
SheLovesWonder,0
Matthew__Ewald,0
MichaelDuncan,0
Kierax2_,-0.03333333333
SMARTENFAITH1,-0.2
klis_wesley,-0.1555555556
sandeepelec,0
hilreefuse,0
john_quinby,0.75
Lokesh_Online,0
Heroinenetheng2,-0.1666666667
justinvanos,-0.6
revenge_time13,0.2857142857
therealsigotter,0.09166666667
saintshako,0
jai02i3,0
miauwow_,-0.1
clairesmith1100,0.625
thatladyyem,0
Architectdecke1,-0.1
arcarlchieve,-0.175
JawNight,-0.1555555556
liniii__,0.5
Crab102720,-0.025
deathcarpets,1
jxyr_,0
iamlodhii,0.5
joemakin1986,0.07470238095
basil_hazelwood,0
FrancSandwich,0
TruthfullyDaa,-0.1604166667
beyourbarbie,0
burnazconstant3,0.8
angiewatson925,0.35
tianamarie___,0.375
neetikasingla8,0.3
Giadagagliard10,0
anggaisnt,-0.65
king_jebediah,0
eigzackly,-0.7
zosteen94,0
BannonAine,0.6
rujin0807,0
JoyceTurkington,0.35
Sincerely_AO,0.03333333333
aashleycardenas,1
LilMiraa,1
buichirous,0
PseudoWholesome,0.2125
lolabela100,0.35
nahikarnibaat,0.04
AndisMom4,-0.1785714286
Fredss__,-0.2
menghamster,-0.65
kathuria_surbhi,0
rafi_fahreza_27,0
CM0nSter,-0.7
AdityaV88051946,0.4
Usama_98_,-0.3416666667
ebkaya,0
truthte80438240,-0.1666666667
buichirous,-0.4333333333
Laurrypf,-0.1
anonymousPB12,0
ColwillSZN3,0.325
gluegunstanleyy,-0.1
S3b4st14nP,0
ramosram0,0.21
ddnewlin63,0
TheChosenOne356,0
bramhasmiiii,0
ummuani___,-0.45
BackDigby,0.2916666667
ac_landmarks,0
libragabs,-0.3333333333
psych0kn0t_,-0.45
painter_crypto,-0.45
israelleeeee,0.6
AneleSir,0
misthiOSX,-0.3666666667
Bergschlafschaf,0
neilcpa,0
dgargamon,0
carrazy4heat,-0.1
R3dEyeZ_J7,0.2
edufernandezz_,0
SpevansEvans,-0.1375
tim_herrin,-0.0125
2_K08E_4,0
RDART20007,0
norum_kristian,0.4791666667
CragMan241,0
smhangell,-0.03333333333
mndlsslfsbtge,0
UltimateEx66141,0
Iphyyy_,0
arcades_revenge,-0.75
danjzs1,0.1133333333
RiddleMeHarder,0.225
deejaaayz,0.21
thegrinnn,0
hard2_moveon,0.3
lorcanchai123,-0.25
Quints_Revenge,0
revenge_tourr,0
Shoguun1,0.375
sageofacopy,0.2833333333
thefaceversace,-0.65
HouseOfGemz,0.555
orgnzdsrdrly,0
ladymaishiranu1,-0.3
leandera92,0.1363636364
TSoufan13,0
WatchNBAClips,0
ChampionsOTIce2,0.3166666667
gills_revenge,0
buffysite,0.5
sritamawrites,-0.1
SpiderusPrime2,0.2666666667
gills_revenge,0
mvvxxo,1
grasslenka,0
Aqua174,-0.1666666667
Supreme_Grundy,0
ohmpsoo,0
rizvi_musrat,0.4
Raymond_Norman,-0.45
Denis_Michaels1,0.5
ABHibbs21,0.25
SwiftysDucks,0.5
lordbladedsf,0.1572510823
PlainGame3r,0
Rameshkeerthi18,0.5
iDjsGail_,0
celestiewyn,0
